,T/Period,diffMag
313,0.312366939963,-1.97066666667
314,0.312528750276,-2.01333333333
315,0.312952849896,-1.972
316,0.323200120007,-2.01866666667
317,0.323408449882,-2.02666666667
318,0.323616780223,-2.04066666667
319,0.323825110098,-2.024
320,0.324214420163,-2.00983333333
321,0.334160630008,-2.02416666667
322,0.334368959883,-2.03183333333
323,0.334577290223,-2.01783333333
324,0.334785620098,-2.0195
325,0.335175089886,-2.0395
326,0.345190539838,-2.01133333333
327,0.345398870179,-2.025
328,0.345607200054,-2.00916666667
329,0.345815529929,-2.00333333333
330,0.346130640128,-1.9945
331,0.357262140022,-1.992
332,0.357470469897,-1.9635
333,0.357678800238,-1.9595
334,0.357875550048,-1.98333333333
335,0.358169330166,-1.97266666667
336,0.368338359868,-1.94683333333
337,0.368546690208,-1.93
338,0.368951780138,-1.93666666667
339,0.369341770069,-1.95416666667
340,0.0804243102332,-1.36566666667
341,0.0806095000018,-1.37583333333
342,0.0807946799916,-1.371
343,0.0809798599814,-1.357
344,0.081360660087,-1.37916666667
345,0.0913269301538,-1.3645
346,0.0915121101436,-1.3595
347,0.0916972901334,-1.35316666667
348,0.0918708998372,-1.35916666667
349,0.0920560900715,-1.35266666667
350,0.101592979919,-1.38033333333
351,0.101778159909,-1.35233333333
352,0.101951770078,-1.33566666667
353,0.102136950068,-1.3565
354,0.10252961988,-1.37633333333
355,0.111199310109,-1.33633333333
356,0.111384490099,-1.36166666667
357,0.111558100268,-1.364
358,0.111743280258,-1.371
359,0.111928460248,-1.36783333333
360,0.120632039908,-1.361
361,0.120817219898,-1.37116666667
362,0.121002399888,-1.37133333333
363,0.121270690173,-1.39483333333
364,0.121568949952,-1.34933333333
365,0.13352535019,-1.38266666667
366,0.13371053018,-1.3995
367,0.133895719949,-1.3845
368,0.134080899939,-1.38266666667
369,0.134462460004,-1.37216666667
370,0.147309860274,-1.38783333333
371,0.147483469978,-1.40316666667
372,0.147668649967,-1.39733333333
373,0.147853840202,-1.3675
374,0.147999340262,-1.35583333333
375,0.156603700075,-1.38616666667
376,0.156788889844,-1.39466666667
377,0.156974069833,-1.41433333333
378,0.157143639926,-1.40816666667
379,0.157541140042,-1.3835
380,0.163918410022,-1.387
381,0.164103590011,-1.30716666667
382,0.164288770001,-1.424
383,0.164473949991,-1.395
384,0.164659140225,-1.38366666667
385,0.169983130008,-1.34116666667
386,0.170168309997,-1.374
387,0.170314100165,-1.38166666667
388,0.170747150261,-1.33816666667
389,0.289506739996,-1.72216666667
390,0.290260950163,-1.781
391,0.31233965984,-1.90633333333
392,0.312432250067,-1.94316666667
